numeroProcesso,numeroRegistro,nomeValorMobiliario,valorTotalInicial,valorTotalFinal,dataOferta,nomeTipoRequerimento,status,serie_nome,quantidadeAtivos,valorNominal,valorTotalLote,taxaRemuneracao,dataEmissao,dataVencimento,especie,avaliacaoRisco,remuneracaoFinal,amortizacao,incentivado,infraLei14801,resgateAntecipado
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/086,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,51ª (Quinquagésima Primeira) Série Sênior,"2.178.689,0000","1,0000","2.178.689,0000","100% DI + 2,50%",24/01/2025,09/08/2029,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/08/2029, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/087,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,52ª (Quinquagésima Segunda) Série Sênior,"1.980.532,0000","1,0000","1.980.532,0000","100% DI + 2,50%",24/01/2025,12/09/2029,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 12/09/2029, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/088,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,53ª (Quinquagésima Terceira) Série Sênior,"1.900.383,0000","1,0000","1.900.383,0000","100% DI + 2,50%",24/01/2025,09/10/2029,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/10/2029, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/089,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,54ª (Quinquagésima Quarta) Série Sênior,"6.893.705,0000","1,0000","6.893.705,0000","100% DI + 2,50%",15/01/2025,12/11/2029,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 12/11/2029, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/090,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,55ª (Quinquagésima Quinta) Série Sênior,"1.519.056,0000","1,0000","1.519.056,0000","100% DI + 2,50%",15/01/2025,11/12/2029,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 11/12/2029, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/091,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,56ª (Quinquagésima Sexta) Série Sênior,"1.737.797,0000","1,0000","1.737.797,0000","100% DI + 2,50%",15/01/2025,11/02/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 11/02/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/092,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,57ª (Quinquagésima Sétima) Série Sênior,"1.908.544,0000","1,0000","1.908.544,0000","100% DI + 2,50%",15/01/2025,13/03/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 13/03/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/093,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,58ª (Quinquagésima Oitava) Série Sênior,"1.701.722,0000","1,0000","1.701.722,0000","100% DI + 2,50%",15/01/2025,09/04/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/04/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/094,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,59ª (Quinquagésima Nona) Série Sênior,"1.706.841,0000","1,0000","1.706.841,0000","100% DI + 2,50%",15/01/2025,10/05/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 10/05/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/095,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,60ª (Sexagésima) Série Sênior,"1.554.077,0000","1,0000","1.554.077,0000","100% DI + 2,50%",15/01/2025,11/06/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 11/06/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/096,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,61ª (Sexagésima Primeira) Série Sênior,"1.515.053,0000","1,0000","1.515.053,0000","100% DI + 2,50%",24/01/2025,09/07/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/07/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/097,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,62ª (Sexagésima Segunda) Série Sênior,"1.359.963,0000","1,0000","1.359.963,0000","100% DI + 2,50%",15/01/2025,09/08/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/08/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/098,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,63ª (Sexagésima Terceira) Série Sênior,"1.226.200,0000","1,0000","1.226.200,0000","100% DI + 2,50%",15/01/2025,10/09/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 10/09/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/099,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,64ª (Sexagésima Quarta) Série Sênior,"1.189.344,0000","1,0000","1.189.344,0000","100% DI + 2,50%",15/01/2025,09/10/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/10/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão).",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/100,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,65ª (Sexagésima Quinta) Série Sênior,"4.406.020,0000","1,0000","4.406.020,0000","100% DI + 2,50%",15/01/2025,11/11/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 11/11/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/101,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,66ª (Sexagésima Sexta) Série Sênior,"973.108,0000","1,0000","973.108,0000","100% DI + 2,50%",15/01/2025,10/12/2030,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 10/12/2030, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/102,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,67ª (Sexagésima Sétima) Série Sênior,"1.078.870,0000","1,0000","1.078.870,0000","100% DI + 2,50%",15/01/2025,11/02/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 11/02/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/103,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,68ª (Sexagésima Oitava) Série Sênior,"1.186.272,0000","1,0000","1.186.272,0000","100% DI + 2,50%",15/01/2025,11/03/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 11/03/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/104,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,69ª (Sexagésima Nona) Série Sênior,"1.052.760,0000","1,0000","1.052.760,0000","100% DI + 2,50%",15/01/2025,09/04/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/04/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/105,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,70ª (Septuagésima) Série Sênior,"1.065.750,0000","1,0000","1.065.750,0000","100% DI + 2,50%",15/01/2025,12/05/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 12/05/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/106,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,71ª (Septuagésima Primeira) Série Sênior,"983.364,0000","1,0000","983.364,0000","100% DI + 2,50%",15/01/2025,10/06/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 10/06/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/107,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,72ª (Septuagésima Segunda) Série Sênior,"951.070,0000","1,0000","951.070,0000","100% DI + 2,50%",15/01/2025,09/07/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 09/07/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
SRE/0159/2025,CVM/SRE/AUT/DEB/PRI/2025/108,Debêntures,"423.503.194,0000","423.503.194,0000",24/01/2025,OPD Aut Profissional - com bookbuilding - Emissor Não Registrado,Oferta Encerrada,73ª (Septuagésima Terceira) Série Sênior,"853.518,0000","1,0000","853.518,0000","100% DI + 2,50%",15/01/2025,11/08/2031,Quirografária,,"Sobre o Valor Nominal Unitário (ou saldo do Valor Nominal Unitário das Debêntures, conforme o caso) das Debêntures Seniores incidirão juros remuneratórios correspondentes à variação acumulada de 100% (cem por cento) das taxas médias diárias do DI – Depósito Interfinanceiro de um dia, “over extra-grupo”, expressas na forma percentual ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, calculadas e divulgadas diariamente pela B3 (“Taxa DI”), acrescida de Spread 2,50% ao ano, base 252 Dias Úteis.","As Debêntures não serão objeto de amortização programada, sendo que o saldo do Valor Nominal Unitário das Debêntures será devido na Data de Vencimento da respectiva série, qual seja 11/08/2031, ou na data de vencimento antecipado das Debêntures, conforme o caso, conforme cronograma previsto no Anexo I da Escritura de Emissão, observada a Subordinação e a Ordem de Alocação (conforme definidos na Escritura de Emissão)",Não,Não,Sim
